Geneid	Ctrl-1	Ctrl-2	Ctrl-3	SMG13-1	SMG13-2	SMG13-3	SMG19_5-1	SMG19_5-2	SMG19_5-3	SMG6_5-1	SMG6_5-2	SMG6_5-3
HC660_RS21215	43	31	27	26	16	9	22	13	8	24	12	22
HC660_RS01905	70	34	15	37	74	67	10	37	41	18	26	50
HC660_RS01910	60	26	7	19	52	78	7	33	14	35	12	20
HC660_RS01915	400	332	332	459	381	240	221	510	238	556	353	473
HC660_RS01920	540	499	375	509	481	327	221	793	433	753	606	712
HC660_RS20950	0	0	0	0	8	3	3	0	2	7	0	3
HC660_RS01925	7	5	4	6	5	4	3	1	3	2	1	5
HC660_RS01930	5	0	2	3	0	1	0	3	0	0	5	0
HC660_RS01935	28	0	6	2	14	7	5	7	3	2	18	12
HC660_RS01940	35	10	10	12	31	16	17	22	16	27	26	21
HC660_RS01945	49	17	6	19	37	18	27	19	8	15	10	30
HC660_RS01950	50	35	15	21	37	18	23	36	15	30	27	40
HC660_RS01955	417	295	244	307	369	450	216	939	457	349	270	373
HC660_RS01960	111	111	119	62	83	75	109	73	70	151	111	136
HC660_RS01965	127	152	157	139	118	79	142	113	108	209	158	209
HC660_RS01970	427	532	560	523	368	340	476	320	296	508	474	526
HC660_RS01975	11275	26432	4651	19666	6433	6707	5814	8978	7250	10021	11196	9215
HC660_RS01980	11923	49100	6730	23156	9655	10221	10828	13482	14423	18499	22665	16205
HC660_RS01985	57	14	17	13	36	37	23	27	19	13	13	19
HC660_RS01990	556	148	110	181	426	335	74	116	82	157	103	155
HC660_RS20965	784	229	131	262	509	460	83	189	134	196	144	195
HC660_RS02000	603	272	164	272	417	463	159	145	132	227	104	233
HC660_RS02005	106	85	54	83	81	80	44	47	53	74	54	59
HC660_RS02010	124	66	88	44	58	79	41	51	69	73	92	78
HC660_RS02015	181	149	175	121	98	68	127	325	178	75	133	76
HC660_RS02020	224	361	243	210	155	141	161	542	332	146	139	91
HC660_RS02025	91	33	39	51	74	58	13	30	11	30	42	55
HC660_RS02030	189	47	49	38	83	66	37	35	33	42	36	46
HC660_RS02035	44	21	13	24	43	31	14	12	11	17	16	12
HC660_RS02040	34	3	9	18	26	14	5	6	4	10	9	18
HC660_RS02045	139	103	90	192	119	87	91	146	86	120	245	195
HC660_RS02050	477	493	363	500	360	231	191	455	253	662	425	506
HC660_RS02055	372	493	305	419	279	230	163	359	159	434	360	334
HC660_RS02060	497	911	622	466	330	264	280	655	431	913	577	635
HC660_RS02065	70	11	16	27	19	34	23	24	11	30	41	22
HC660_RS02070	29	15	25	5	25	32	21	15	16	28	18	16
HC660_RS02075	150	135	125	70	122	126	77	101	95	139	74	100
HC660_RS02080	22	9	21	7	13	14	3	17	10	21	14	17
HC660_RS02085	26	31	50	40	31	27	36	57	31	67	38	46
HC660_RS02090	68	61	52	32	44	34	31	31	28	62	61	64
HC660_RS02095	2615	1514	1379	1377	1048	1271	1190	1930	1283	1932	1423	2000
HC660_RS02100	71	9	3	9	61	39	10	15	18	11	15	24
HC660_RS02105	12	0	0	0	8	2	0	0	0	1	0	0
HC660_RS02110	45	0	1	0	43	18	2	2	0	10	11	3
HC660_RS02115	43	3	8	6	31	23	4	5	3	3	5	2
HC660_RS02120	26	0	2	6	31	9	0	3	3	3	0	5
HC660_RS02125	12	17	8	10	20	7	9	1	11	17	5	9
HC660_RS02130	51	19	10	19	41	42	8	11	10	20	15	18
HC660_RS02135	69	30	40	35	40	40	21	41	35	27	71	51
HC660_RS02140	144	114	136	228	224	136	145	162	142	188	250	216
HC660_RS02145	208	184	172	127	114	130	137	106	147	218	208	220
HC660_RS02150	11	10	7	3	5	3	4	9	6	16	2	2
HC660_RS02155	18	23	15	4	4	8	5	4	11	24	8	14
HC660_RS02160	1	4	4	8	2	2	0	2	1	0	4	8
HC660_RS02165	446	255	234	184	144	174	185	230	162	446	380	294
HC660_RS02170	3800	2325	3487	2559	1946	2099	806	5374	1532	4196	2582	2552
HC660_RS02175	2827	1686	2274	2205	1623	1452	685	4468	1423	3345	2343	2071
HC660_RS02180	2517	2731	3118	2794	2227	1976	856	5941	1911	4632	3470	2753
HC660_RS02185	3836	6424	5287	5253	3218	2395	1164	7103	3030	7919	4701	4168
HC660_RS02190	544	382	410	887	728	422	547	297	357	526	697	743
HC660_RS02195	208	68	86	109	182	130	202	87	132	113	264	215
HC660_RS02200	490	347	390	391	383	498	248	217	337	438	318	424
HC660_RS02205	169	118	180	162	129	185	124	85	132	183	160	175
HC660_RS02210	231	107	135	56	98	92	92	82	71	173	153	169
HC660_RS02215	145	36	53	39	54	115	46	31	32	52	38	61
HC660_RS02220	76	29	59	35	45	41	30	27	44	46	44	77
HC660_RS02225	992	1240	1084	618	542	886	588	956	737	1389	697	1078
HC660_RS02230	14	4	1	5	25	19	1	6	2	6	5	0
HC660_RS02235	17	4	1	4	11	10	0	12	6	3	3	8
HC660_RS02240	544	335	628	861	446	318	226	2133	539	747	308	175
HC660_RS02245	1334	360	995	1374	1100	810	378	3714	842	1079	523	336
HC660_RS02250	327	131	207	297	228	196	109	949	247	295	155	81
HC660_RS02255	121	52	124	53	55	75	177	98	189	198	91	175
HC660_RS02260	1781	336	719	413	822	637	153	2166	375	445	209	463
HC660_RS02265	556	168	207	147	310	221	42	430	131	155	58	118
HC660_RS02270	2860	808	1096	909	1455	1153	254	2219	829	846	313	693
HC660_RS02275	328	151	127	170	147	104	71	199	125	142	62	121
HC660_RS02280	79	24	56	37	43	39	31	84	34	41	21	32
HC660_RS02285	79	30	54	28	56	45	20	56	36	53	43	56
HC660_RS02290	45	252	116	64	34	30	26	51	49	81	40	64
HC660_RS02295	397	552	322	345	256	204	296	381	338	535	441	529
HC660_RS02300	218	178	187	122	191	331	234	121	249	238	265	361
HC660_RS02305	545	295	364	297	597	973	396	192	345	399	354	656
HC660_RS02310	345	216	287	247	430	602	191	104	164	199	133	475
HC660_RS02315	441	137	240	174	325	534	203	102	141	211	128	348
HC660_RS02320	620	409	446	353	540	776	338	194	265	372	241	545
HC660_RS02325	617	558	574	591	483	829	347	202	385	483	353	670
HC660_RS02330	461	341	432	319	357	491	415	202	275	356	268	424
HC660_RS02335	80	55	84	60	52	61	75	44	30	98	88	113
HC660_RS02340	119	99	93	77	88	106	111	82	123	219	165	176
HC660_RS02345	2808	3131	2962	3041	1931	2852	2014	1830	2374	3572	2534	2954
HC660_RS02350	2108	2326	2036	1778	1075	1573	1349	1204	1790	2735	1635	2159
HC660_RS02355	574	349	654	423	456	408	156	1567	310	407	304	316
HC660_RS02360	523	448	340	197	172	201	161	333	177	354	186	326
HC660_RS02365	108	186	164	37	39	48	51	38	119	317	108	95
HC660_RS02370	442	729	818	349	268	161	347	100	464	807	565	647
HC660_RS02375	189	387	480	284	139	71	170	54	261	290	233	290
HC660_RS02380	45	22	26	7	31	24	17	4	9	40	43	38
HC660_RS02385	904	2409	2053	315	316	224	433	324	905	2518	917	743
HC660_RS02390	454	190	242	353	414	481	390	239	272	307	246	551
HC660_RS02395	268	381	466	291	188	286	234	306	301	462	270	350
HC660_RS02400	317	223	547	304	194	293	327	773	545	445	479	317
HC660_RS02405	78	16	26	22	36	41	21	33	15	34	35	35
HC660_RS02410	2608	2457	2502	3489	2423	2357	2172	2308	2232	3274	2614	3134
HC660_RS02415	419	106	117	110	222	245	105	133	124	184	171	165
HC660_RS02420	375	181	174	324	320	349	184	265	155	261	279	332
HC660_RS02425	1053	594	592	911	968	934	513	966	513	846	760	864
HC660_RS02430	484	260	291	395	476	434	247	636	240	300	334	366
HC660_RS02435	1402	1597	1637	2168	1441	1119	893	2544	1023	1887	1369	1661
HC660_RS02440	1344	984	1157	1101	704	620	822	828	769	927	832	883
HC660_RS02445	26	1	0	4	22	8	0	2	0	1	7	2
HC660_RS02450	858	764	763	433	429	315	319	107	390	565	334	605
HC660_RS02455	131	60	119	34	50	48	123	53	77	124	92	83
HC660_RS02460	606	564	944	557	334	404	340	582	578	979	648	679
HC660_RS02465	545	1557	1584	290	252	527	651	209	895	2044	822	599
HC660_RS02470	62	269	220	62	52	51	81	32	118	473	153	90
HC660_RS02475	140	150	82	97	84	86	77	177	257	191	205	193
HC660_RS02480	849	4646	3570	831	475	541	1078	525	3178	4464	2002	1984
HC660_RS02485	13	2	2	5	7	2	6	3	3	4	4	11
HC660_RS02490	11	5	2	6	6	5	1	5	10	12	20	8
HC660_RS02495	31	6	9	16	18	23	10	13	7	13	7	14
HC660_RS02500	274	523	572	209	139	133	194	111	220	466	249	272
HC660_RS02505	328	321	349	264	225	238	170	234	199	318	288	378
HC660_RS02510	194	61	81	80	106	124	79	80	74	90	136	110
HC660_RS02515	42	24	33	24	29	39	16	14	26	21	19	17
HC660_RS02520	1429	1184	244	235	323	338	52	95	92	226	115	391
HC660_RS02525	729	575	682	804	542	575	658	729	665	829	1022	1088
HC660_RS02530	742	924	817	477	381	538	343	486	666	882	454	750
HC660_RS02535	417	453	377	665	428	335	496	487	484	563	615	670
HC660_RS02540	569	593	522	868	499	433	571	523	530	752	696	782
HC660_RS02545	371	406	708	482	339	263	509	430	639	1040	806	551
HC660_RS02550	265	219	334	174	190	198	98	231	187	343	267	236
HC660_RS02555	11	3	22	13	15	7	0	24	10	16	6	9
HC660_RS02560	170	384	783	146	67	76	36	317	73	529	170	128
HC660_RS02565	478	188	245	320	296	435	156	314	259	383	285	409
HC660_RS02570	926	1350	1941	955	527	601	749	1009	1203	1824	1063	1173
HC660_RS02575	2105	2228	1974	2483	1501	1259	1673	2975	2219	2961	2551	2741
HC660_RS02580	1271	1570	1212	2096	1469	1154	1066	1826	1164	1672	1727	1718
HC660_RS02585	11131	13039	7645	25407	13851	11355	15011	12133	13173	12323	16354	20958
HC660_RS02590	907	271	730	336	407	618	320	1167	754	1194	394	627
HC660_RS02595	1995	870	1477	646	982	1149	636	2399	1389	2474	778	1447
HC660_RS02600	312	190	204	188	153	149	161	256	172	263	189	261
HC660_RS02605	68	70	76	68	63	68	49	62	71	80	78	92
HC660_RS02610	335	249	269	274	252	286	254	271	229	393	316	321
HC660_RS02615	482	275	268	294	371	369	145	173	187	267	257	260
HC660_RS02620	2466	2619	2698	3014	1814	2266	2590	3565	3438	2648	3568	3348
HC660_RS02625	2952	1827	2445	2510	1601	1840	2552	3586	3184	2879	3113	2836
HC660_RS02630	1094	388	586	264	447	505	407	327	437	899	521	636
HC660_RS02635	478	230	208	280	353	338	127	172	279	374	261	314
HC660_RS02640	449	413	412	452	513	721	226	336	464	541	561	613
HC660_RS02645	1771	769	1008	1087	1203	1332	673	779	882	1218	1008	1178
HC660_RS02650	2289	1873	3094	865	1183	1246	1615	1259	2712	4647	2106	1551
HC660_RS02655	2878	4662	6353	2279	2371	2794	2319	2860	4689	7858	4604	3559
HC660_RS02660	5695	6794	14446	4929	4509	4978	4858	4609	6944	12048	7653	6332
HC660_RS02665	3443	4155	9145	2765	2599	2546	2859	2296	3548	5754	4170	3485
HC660_RS02670	1775	1445	1816	1603	1279	1068	1181	1623	1311	2048	1774	2091
HC660_RS02675	29	9	12	13	8	9	15	7	10	9	16	21
HC660_RS02680	125	41	71	22	36	51	56	26	22	58	39	60
HC660_RS02685	4	2	6	4	6	3	4	1	2	6	13	4
HC660_RS02690	130	20	90	29	33	69	89	28	11	39	21	59
HC660_RS02695	336	218	244	421	355	527	165	176	128	328	341	401
HC660_RS02700	107	25	54	53	56	93	53	41	20	58	44	73
HC660_RS02705	72	3	33	4	19	40	19	12	4	9	8	19
HC660_RS02710	127	5	42	24	17	25	29	18	11	17	22	27
HC660_RS02715	11	3	6	5	5	8	2	2	3	0	4	1
HC660_RS02720	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS02725	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS02730	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS02735	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS02740	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS02745	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS02750	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS02755	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS02760	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS02765	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS02770	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS02775	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS02780	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS02785	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS02790	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS02795	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS02800	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS02805	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS02810	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS02815	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS02820	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS02825	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS02830	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS02835	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS02840	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS02845	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS02850	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS02855	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS02860	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS02865	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS02870	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS02875	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS02880	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS02885	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS02890	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS02895	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS02900	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS02905	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS02915	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS02920	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS02925	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS02930	8	6	3	1	3	5	2	1	1	7	4	1
HC660_RS21315	4	3	0	3	1	1	2	1	3	7	0	7
HC660_RS02935	169	107	132	75	79	61	70	137	81	227	110	192
HC660_RS02940	84	49	33	51	40	41	46	50	22	50	55	66
HC660_RS02945	146	26	29	28	13	32	57	15	19	33	104	26
HC660_RS02950	50	45	23	56	25	24	21	40	15	24	43	40
HC660_RS02955	52	34	32	78	58	46	51	43	46	57	76	77
HC660_RS21320	4	2	0	3	0	2	2	1	2	5	3	0
HC660_RS02960	337	69	110	59	40	40	62	48	50	127	62	61
HC660_RS02965	1979	1653	2336	882	848	637	810	1814	1416	3499	1559	1362
HC660_RS21325	262	198	229	60	52	43	63	61	137	489	42	73
HC660_RS02975	2864	890	1841	2076	1791	2640	5396	1969	5674	3361	4828	4637
HC660_RS02980	425	63	201	196	325	386	1056	215	589	170	454	424
HC660_RS02985	2354	2253	3157	2930	1020	1131	2387	1244	1754	1766	3140	1777
HC660_RS02990	30	16	27	22	22	11	17	42	26	46	25	48
HC660_RS02995	1	0	0	3	1	2	0	2	0	2	5	0
HC660_RS03000	100	33	12	43	36	18	35	12	23	28	39	26
HC660_RS21330	24	21	11	6	3	4	2	12	10	40	3	13
HC660_RS03005	47	142	89	72	66	74	53	52	77	105	88	92
HC660_RS03010	100	132	153	94	59	79	81	85	121	181	102	137
HC660_RS03015	64	3	5	8	22	16	13	8	8	7	7	4
HC660_RS03020	121	56	54	50	30	29	35	31	38	92	44	44
HC660_RS03025	190	89	69	105	62	43	45	57	57	130	93	59
HC660_RS03030	147	136	160	171	120	102	102	136	98	194	132	113
HC660_RS03035	2417	2262	1902	1566	808	1338	1569	1268	1591	2904	1920	1537
HC660_RS03040	259	101	118	107	122	94	79	65	63	132	85	122
HC660_RS03045	73	33	37	27	31	51	25	30	23	31	48	43
HC660_RS03050	125	50	96	69	86	64	84	58	61	110	85	105
HC660_RS03055	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS03060	24	7	17	28	22	19	4	12	18	8	9	21
HC660_RS03065	686	531	342	511	381	268	551	446	642	584	543	774
HC660_RS03070	41	7	21	21	39	35	26	17	24	40	37	44
HC660_RS03075	55	24	19	61	33	32	27	18	36	49	51	39
HC660_RS03080	2636	1994	2361	3515	2565	1923	2590	554	2955	3867	4414	3104
HC660_RS03085	2566	1114	1765	2679	3426	1507	2408	144	3063	2052	2369	2817
HC660_RS03090	1374	966	1830	2632	3059	1516	1899	42	2572	1907	2198	2385
HC660_RS03095	476	332	310	770	418	232	408	129	408	540	546	594
HC660_RS03100	16	0	2	3	17	3	9	5	1	7	17	14
HC660_RS03105	129	61	70	70	79	55	95	51	36	61	75	97
HC660_RS03110	91	36	28	65	48	39	31	28	43	57	58	63
HC660_RS03115	2	0	8	0	1	3	3	0	1	5	3	0
HC660_RS03120	9	2	4	14	13	3	4	3	4	4	7	2
HC660_RS03125	27	2	2	2	19	11	2	3	1	4	0	12
HC660_RS03130	28	5	10	5	27	23	5	8	9	3	9	21
HC660_RS03135	13	4	1	8	14	7	1	12	10	8	8	8
HC660_RS03140	44	11	21	6	25	25	5	11	10	23	18	21
HC660_RS03145	29	16	15	12	18	16	22	5	19	28	13	38
HC660_RS03150	400	303	310	115	127	471	198	93	173	357	104	225
HC660_RS03155	1106	752	835	917	559	967	1062	859	878	1205	1123	1383
HC660_RS03160	171	170	95	95	85	82	76	144	121	245	156	144
HC660_RS03165	25	10	12	0	13	12	2	20	8	11	5	9
HC660_RS03170	273	306	211	268	215	162	104	277	111	298	258	284
HC660_RS03175	1	0	0	1	4	5	0	2	1	1	3	4
HC660_RS03180	266	390	407	378	212	261	181	503	239	365	290	316
HC660_RS03185	145	218	223	231	128	185	84	301	150	290	222	232
HC660_RS03190	223	178	218	145	98	120	234	166	189	149	156	119
HC660_RS03195	210	117	100	98	115	165	90	97	155	161	107	118
HC660_RS03200	81	45	46	59	54	44	39	19	29	51	23	58
HC660_RS03205	254	156	194	249	186	158	182	301	182	284	353	392
HC660_RS03210	386	203	386	159	147	203	273	271	263	457	506	212
HC660_RS03215	265	165	238	191	162	143	271	285	242	362	271	308
HC660_RS03220	49	14	22	29	38	38	18	27	15	16	18	21
HC660_RS03225	169	178	144	123	96	85	99	157	126	146	198	152
HC660_RS03230	66	3	7	5	19	17	6	7	4	4	2	7
HC660_RS03235	15	9	10	5	30	12	13	8	5	12	20	21
HC660_RS03240	58	18	24	43	53	27	18	9	12	14	17	24
HC660_RS03245	119	73	87	99	88	70	66	79	103	80	104	132
HC660_RS03250	222	203	315	77	80	83	62	118	167	310	119	105
HC660_RS03255	754	379	410	510	384	293	552	687	424	408	726	456
HC660_RS03260	49	28	102	26	50	82	5	56	14	3	5	26
HC660_RS03265	68	17	49	16	14	54	6	39	8	10	8	16
HC660_RS03270	186	53	162	81	115	168	37	95	35	43	42	51
HC660_RS03275	193	29	69	64	120	199	8	75	18	31	22	52
HC660_RS03280	166	101	92	60	63	102	66	55	43	112	38	100
HC660_RS03285	122	21	26	26	67	77	20	31	18	32	34	32
HC660_RS03290	70	14	30	23	74	56	10	15	18	23	4	22
HC660_RS03295	91	70	56	58	80	114	38	64	49	45	49	71
HC660_RS03300	45	19	18	13	34	27	15	16	3	12	15	17
HC660_RS03305	84	10	28	12	17	36	41	22	5	11	4	16
HC660_RS03310	8	0	0	1	0	2	9	3	2	2	0	0
HC660_RS03315	3	3	2	0	0	0	103	4	0	0	1	0
HC660_RS03320	56	7	1	5	8	14	80	3	1	0	1	2
HC660_RS03325	4	1	0	0	1	0	0	1	0	0	0	0
HC660_RS03330	2	0	2	5	1	5	4	3	0	2	0	1
HC660_RS03335	6	2	1	6	4	4	2	2	0	1	7	9
HC660_RS03340	319	106	94	54	113	58	118	97	70	129	75	159
HC660_RS03345	47	17	21	20	42	37	28	19	14	38	18	32
HC660_RS03350	67	24	13	31	56	37	31	41	14	21	29	60
HC660_RS03355	114	64	60	86	152	70	42	70	47	71	47	109
HC660_RS03360	617	279	312	553	626	389	286	372	281	464	412	566
HC660_RS03365	1096	1460	891	918	608	606	533	863	658	1305	828	1009
HC660_RS03370	810	578	571	346	318	449	407	426	431	805	459	673
HC660_RS03375	1121	794	731	679	540	589	505	586	572	1084	747	967
HC660_RS03380	578	963	728	461	324	373	482	531	493	742	557	550
HC660_RS03385	3312	3903	3217	2125	1469	1788	2420	2949	2839	3459	2563	2575
HC660_RS03390	103	98	104	106	58	30	63	81	100	112	133	139
HC660_RS03395	496	297	398	284	227	263	449	399	425	516	528	512
HC660_RS03400	1544	2389	2717	601	560	1305	961	3212	2001	2101	1314	1409
HC660_RS03405	12660	15143	19569	6455	5722	12153	8004	18404	12602	12076	8164	10049
HC660_RS20975	48	2	3	7	9	8	3	4	2	0	12	8
HC660_RS20980	85	50	48	60	38	37	48	75	41	74	65	74
HC660_RS03415	768	829	553	504	395	473	386	477	367	766	436	634
HC660_RS03420	80	54	44	65	70	79	26	28	41	43	49	87
HC660_RS03425	138	81	30	40	67	53	18	38	30	41	23	20
HC660_RS03430	241	384	176	155	146	187	87	36	241	225	158	219
HC660_RS03435	54	41	62	39	18	23	56	16	75	86	54	30
HC660_RS03440	156	83	71	54	87	129	47	44	29	112	36	148
HC660_RS03445	1910	3620	3419	1600	1415	1887	2563	365	1256	2666	2324	2181
HC660_RS03450	63	18	18	8	40	12	54	19	40	19	92	76
HC660_RS03455	140	158	113	412	224	104	379	61	184	143	386	446
HC660_RS03460	10	8	32	25	11	15	4	16	15	20	14	27
HC660_RS03465	2700	5009	5774	2754	1852	2508	2671	3555	4027	5739	3214	3178
HC660_RS03470	2154	3356	4207	1189	1133	2381	773	3030	2281	5254	857	2059
HC660_RS03475	1730	1679	2686	762	755	1462	637	2010	1580	4102	566	1364
HC660_RS03480	82	39	31	36	73	70	16	21	16	39	27	45
HC660_RS03485	312	238	257	133	168	291	147	86	157	339	193	229
HC660_RS03490	168	71	122	130	141	77	188	74	139	112	290	296
HC660_RS03495	408	127	112	119	183	173	190	133	143	225	159	229
HC660_RS03500	499	218	200	313	353	367	175	187	209	284	245	367
HC660_RS03505	692	341	400	500	649	578	292	401	355	461	407	555
HC660_RS03510	3391	2439	2131	4399	3221	4104	2368	2608	2799	3221	4362	4907
HC660_RS03515	890	674	714	1455	976	654	1214	1334	930	981	2040	1604
HC660_RS03520	1030	468	578	798	742	1340	750	748	708	1063	548	1049
HC660_RS03525	2	3	0	5	8	13	4	5	6	8	5	5
HC660_RS03530	113	214	164	77	47	75	39	104	86	172	79	63
HC660_RS03535	61	199	111	82	68	49	47	79	64	115	58	58
HC660_RS03540	192	86	103	135	161	137	170	173	116	130	266	152
HC660_RS03545	399	185	191	362	348	283	311	342	189	278	546	331
HC660_RS03550	901	532	647	1042	792	689	619	786	492	659	913	816
HC660_RS03555	223	160	198	240	216	136	152	125	113	140	167	113
HC660_RS03560	70	38	30	41	53	41	30	38	27	30	34	31
HC660_RS03565	174	113	143	107	165	120	119	76	62	61	100	84
HC660_RS03570	462	162	240	222	344	268	186	217	147	275	118	198
HC660_RS03575	522	224	338	217	359	247	167	205	145	269	100	229
HC660_RS03580	331	53	102	125	218	115	64	94	81	88	49	101
HC660_RS03585	177	20	36	41	97	77	23	28	45	39	34	80
HC660_RS03590	476	171	249	216	374	240	97	94	171	236	117	272
HC660_RS03595	735	322	424	372	533	414	240	211	341	484	207	435
HC660_RS03600	122	99	119	49	65	64	78	98	81	141	83	100
HC660_RS03605	46	11	19	5	44	19	9	21	9	7	13	5
HC660_RS03610	9	2	0	1	2	0	2	1	0	0	0	0
HC660_RS03615	2744	1114	2123	1726	1361	1798	1314	1775	2200	3098	1869	1881
HC660_RS03620	3005	1857	2371	2474	2021	2221	1219	1733	1969	3053	1769	2550
HC660_RS03625	595	453	620	584	506	451	380	503	482	708	449	456
HC660_RS03630	63	42	58	23	62	59	18	13	18	49	29	36
HC660_RS03635	133	40	34	50	91	89	39	48	43	52	70	64
HC660_RS03640	1311	598	639	1104	1078	820	416	647	518	765	756	927
HC660_RS03645	2165	1412	1699	2309	2038	1824	1062	1266	1027	1742	1590	1896
HC660_RS03650	2040	1998	2041	2766	2104	1984	1214	1472	1444	2355	2078	2437
HC660_RS03655	77	20	23	8	44	33	10	10	14	16	18	23
HC660_RS03660	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS20985	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS03670	148	70	76	65	110	111	95	57	209	160	79	132
HC660_RS03675	117	102	119	87	68	76	54	86	103	176	141	176
HC660_RS03680	294	247	365	273	385	164	161	107	274	341	413	458
HC660_RS03685	418	161	229	188	186	157	233	465	372	445	543	412
HC660_RS03690	2913	858	872	1513	1692	836	1220	1869	943	1363	1343	1653
HC660_RS03695	4151	1103	777	1634	2079	931	1664	1507	875	1292	930	1425
HC660_RS03700	144	64	61	106	74	50	74	88	72	106	151	135
HC660_RS03705	3131	3234	2961	4928	2839	2450	2504	3454	2562	5466	4702	5664
HC660_RS03710	1024	820	780	1202	970	875	785	786	640	1122	1233	1384
HC660_RS03715	250	140	145	310	311	214	129	126	111	192	156	278
HC660_RS03720	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS03725	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS03730	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS03735	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS03740	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS03750	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS03755	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS03760	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS03765	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS03770	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS03775	454	1406	1677	999	558	706	773	340	785	1319	938	1082
HC660_RS03780	100	55	74	115	104	69	63	65	45	98	110	97
HC660_RS03785	59	24	15	20	27	11	26	17	22	30	27	31
HC660_RS03790	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS03795	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS03800	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS03805	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS03810	0	0	0	0	0	0	0	0	0	0	0	0
HC660_RS03815	195	94	78	55	71	61	51	86	39	108	143	132
HC660_RS03820	29	0	5	1	12	5	0	0	7	2	5	2
HC660_RS03825	141	169	222	168	118	157	121	90	151	202	167	184
HC660_RS03830	7	0	1	3	9	1	2	4	2	2	6	2
HC660_RS03835	169	280	213	335	189	166	109	172	270	233	213	378
HC660_RS03840	7	6	0	2	8	5	0	0	1	0	2	5
HC660_RS03845	217	175	218	189	179	224	95	141	181	233	182	217
HC660_RS03850	11	8	1	11	11	10	5	14	4	7	9	0
HC660_RS03855	30	13	5	16	31	14	4	18	5	8	8	17
HC660_RS03860	152	96	77	35	56	70	49	61	60	150	77	69
HC660_RS03865	47	14	23	20	33	18	15	20	9	11	14	22
HC660_RS03870	10	1	2	8	5	3	2	2	2	2	4	2
HC660_RS03875	12	0	2	7	8	0	1	3	1	6	5	6
HC660_RS03880	21	15	8	5	18	26	3	3	3	7	3	19
HC660_RS03885	101	28	21	28	76	85	21	10	56	55	39	70
HC660_RS03890	7	0	0	0	5	2	0	0	2	0	6	0
HC660_RS03895	37	5	8	5	15	13	4	4	6	22	5	16
